[07-Jul-2022 16:51:18 UTC] PHP   4. require_once() C:\Users\larry\Desktop\Examen Multimedia\app\public\wp-load.php:50
[07-Jul-2022 16:51:18 UTC] PHP   5. require_once() C:\Users\larry\Desktop\Examen Multimedia\app\public\wp-config.php:91
[07-Jul-2022 16:51:18 UTC] PHP   6. do_action() C:\Users\larry\Desktop\Examen Multimedia\app\public\wp-settings.php:576
[07-Jul-2022 16:51:18 UTC] PHP   7. WP_Hook->do_action() C:\Users\larry\Desktop\Examen Multimedia\app\public\wp-includes\plugin.php:476
[07-Jul-2022 16:51:18 UTC] PHP   8. WP_Hook->apply_filters() C:\Users\larry\Desktop\Examen Multimedia\app\public\wp-includes\class-wp-hook.php:331
[07-Jul-2022 16:51:18 UTC] PHP   9. register_menu_walker() C:\Users\larry\Desktop\Examen Multimedia\app\public\wp-includes\class-wp-hook.php:307
[07-Jul-2022 16:51:19 UTC] PHP Parse error:  syntax error, unexpected ''walker'' (T_CONSTANT_ENCAPSED_STRING), expecting ')' in C:\Users\larry\Desktop\Examen Multimedia\app\public\wp-content\themes\laminiguia\laminiguia\sidebar.php on line 26
[07-Jul-2022 16:51:19 UTC] PHP Warning:  Declaration of walker_menu_principal::start_lvl(&$output, $depth) should be compatible with Walker_Nav_Menu::start_lvl(&$output, $depth = 0, $args = NULL) in C:\Users\larry\Desktop\Examen Multimedia\app\public\wp-content\themes\laminiguia\laminiguia\inc\walker-menu.php on line 5
[07-Jul-2022 16:51:19 UTC] PHP Stack trace:
[07-Jul-2022 16:51:19 UTC] PHP   1. {main}() C:\Users\larry\Desktop\Examen Multimedia\app\public\index.php:0
[07-Jul-2022 16:51:19 UTC] PHP   2. require() C:\Users\larry\Desktop\Examen Multimedia\app\public\index.php:17
[07-Jul-2022 16:51:19 UTC] PHP   3. require_once() C:\Users\larry\Desktop\Examen Multimedia\app\public\wp-blog-header.php:13
[07-Jul-2022 16:51:19 UTC] PHP   4. require_once() C:\Users\larry\Desktop\Examen Multimedia\app\public\wp-load.php:50
[07-Jul-2022 16:51:19 UTC] PHP   5. require_once() C:\Users\larry\Desktop\Examen Multimedia\app\public\wp-config.php:91
[07-Jul-2022 16:51:19 UTC] PHP   6. do_action() C:\Users\larry\Desktop\Examen Multimedia\app\public\wp-settings.php:576
[07-Jul-2022 16:51:19 UTC] PHP   7. WP_Hook->do_action() C:\Users\larry\Desktop\Examen Multimedia\app\public\wp-includes\plugin.php:476
[07-Jul-2022 16:51:19 UTC] PHP   8. WP_Hook->apply_filters() C:\Users\larry\Desktop\Examen Multimedia\app\public\wp-includes\class-wp-hook.php:331
[07-Jul-2022 16:51:19 UTC] PHP   9. register_menu_walker() C:\Users\larry\Desktop\Examen Multimedia\app\public\wp-includes\class-wp-hook.php:307
[07-Jul-2022 16:51:19 UTC] PHP Warning:  Cannot modify header information - headers already sent by (output started at C:\Users\larry\Desktop\Examen Multimedia\app\public\wp-content\themes\laminiguia\laminiguia\inc\walker-menu.php:0) in C:\Users\larry\Desktop\Examen Multimedia\app\public\wp-includes\pluggable.php on line 1421
[07-Jul-2022 16:51:19 UTC] PHP Stack trace:
[07-Jul-2022 16:51:19 UTC] PHP   1. {main}() C:\Users\larry\Desktop\Examen Multimedia\app\public\index.php:0
[07-Jul-2022 16:51:19 UTC] PHP   2. require() C:\Users\larry\Desktop\Examen Multimedia\app\public\index.php:17
[07-Jul-2022 16:51:19 UTC] PHP   3. require_once() C:\Users\larry\Desktop\Examen Multimedia\app\public\wp-blog-header.php:19
[07-Jul-2022 16:51:19 UTC] PHP   4. do_action() C:\Users\larry\Desktop\Examen Multimedia\app\public\wp-includes\template-loader.php:45
[07-Jul-2022 16:51:19 UTC] PHP   5. WP_Hook->do_action() C:\Users\larry\Desktop\Examen Multimedia\app\public\wp-includes\plugin.php:476
[07-Jul-2022 16:51:19 UTC] PHP   6. WP_Hook->apply_filters() C:\Users\larry\Desktop\Examen Multimedia\app\public\wp-includes\class-wp-hook.php:331
[07-Jul-2022 16:51:19 UTC] PHP   7. do_favicon() C:\Users\larry\Desktop\Examen Multimedia\app\public\wp-includes\class-wp-hook.php:307
[07-Jul-2022 16:51:19 UTC] PHP   8. wp_redirect() C:\Users\larry\Desktop\Examen Multimedia\app\public\wp-includes\functions.php:1733
[07-Jul-2022 16:51:19 UTC] PHP   9. header() C:\Users\larry\Desktop\Examen Multimedia\app\public\wp-includes\pluggable.php:1421
[07-Jul-2022 16:51:19 UTC] PHP Warning:  Cannot modify header information - headers already sent by (output started at C:\Users\larry\Desktop\Examen Multimedia\app\public\wp-content\themes\laminiguia\laminiguia\inc\walker-menu.php:0) in C:\Users\larry\Desktop\Examen Multimedia\app\public\wp-includes\pluggable.php on line 1424
[07-Jul-2022 16:51:19 UTC] PHP Stack trace:
[07-Jul-2022 16:51:19 UTC] PHP   1. {main}() C:\Users\larry\Desktop\Examen Multimedia\app\public\index.php:0
[07-Jul-2022 16:51:19 UTC] PHP   2. require() C:\Users\larry\Desktop\Examen Multimedia\app\public\index.php:17
[07-Jul-2022 16:51:19 UTC] PHP   3. require_once() C:\Users\larry\Desktop\Examen Multimedia\app\public\wp-blog-header.php:19
[07-Jul-2022 16:51:19 UTC] PHP   4. do_action() C:\Users\larry\Desktop\Examen Multimedia\app\public\wp-includes\template-loader.php:45
[07-Jul-2022 16:51:19 UTC] PHP   5. WP_Hook->do_action() C:\Users\larry\Desktop\Examen Multimedia\app\public\wp-includes\plugin.php:476
[07-Jul-2022 16:51:19 UTC] PHP   6. WP_Hook->apply_filters() C:\Users\larry\Desktop\Examen Multimedia\app\public\wp-includes\class-wp-hook.php:331
[07-Jul-2022 16:51:19 UTC] PHP   7. do_favicon() C:\Users\larry\Desktop\Examen Multimedia\app\public\wp-includes\class-wp-hook.php:307
[07-Jul-2022 16:51:19 UTC] PHP   8. wp_redirect() C:\Users\larry\Desktop\Examen Multimedia\app\public\wp-includes\functions.php:1733
[07-Jul-2022 16:51:19 UTC] PHP   9. header() C:\Users\larry\Desktop\Examen Multimedia\app\public\wp-includes\pluggable.php:1424
[07-Jul-2022 16:52:25 UTC] PHP Warning:  Declaration of walker_menu_principal::start_lvl(&$output, $depth) should be compatible with Walker_Nav_Menu::start_lvl(&$output, $depth = 0, $args = NULL) in C:\Users\larry\Desktop\Examen Multimedia\app\public\wp-content\themes\laminiguia\laminiguia\inc\walker-menu.php on line 5
[07-Jul-2022 16:52:25 UTC] PHP Stack trace:
[07-Jul-2022 16:52:25 UTC] PHP   1. {main}() C:\Users\larry\Desktop\Examen Multimedia\app\public\index.php:0
[07-Jul-2022 16:52:25 UTC] PHP   2. require() C:\Users\larry\Desktop\Examen Multimedia\app\public\index.php:17
[07-Jul-2022 16:52:25 UTC] PHP   3. require_once() C:\Users\larry\Desktop\Examen Multimedia\app\public\wp-blog-header.php:13
[07-Jul-2022 16:52:25 UTC] PHP   4. require_once() C:\Users\larry\Desktop\Examen Multimedia\app\public\wp-load.php:50
[07-Jul-2022 16:52:25 UTC] PHP   5. require_once() C:\Users\larry\Desktop\Examen Multimedia\app\public\wp-config.php:91
[07-Jul-2022 16:52:25 UTC] PHP   6. do_action() C:\Users\larry\Desktop\Examen Multimedia\app\public\wp-settings.php:576
[07-Jul-2022 16:52:25 UTC] PHP   7. WP_Hook->do_action() C:\Users\larry\Desktop\Examen Multimedia\app\public\wp-includes\plugin.php:476
[07-Jul-2022 16:52:25 UTC] PHP   8. WP_Hook->apply_filters() C:\Users\larry\Desktop\Examen Multimedia\app\public\wp-includes\class-wp-hook.php:331
[07-Jul-2022 16:52:25 UTC] PHP   9. register_menu_walker() C:\Users\larry\Desktop\Examen Multimedia\app\public\wp-includes\class-wp-hook.php:307
[07-Jul-2022 16:52:26 UTC] PHP Warning:  Declaration of walker_menu_principal::start_lvl(&$output, $depth) should be compatible with Walker_Nav_Menu::start_lvl(&$output, $depth = 0, $args = NULL) in C:\Users\larry\Desktop\Examen Multimedia\app\public\wp-content\themes\laminiguia\laminiguia\inc\walker-menu.php on line 5
[07-Jul-2022 16:52:26 UTC] PHP Stack trace:
[07-Jul-2022 16:52:26 UTC] PHP   1. {main}() C:\Users\larry\Desktop\Examen Multimedia\app\public\index.php:0
[07-Jul-2022 16:52:26 UTC] PHP   2. require() C:\Users\larry\Desktop\Examen Multimedia\app\public\index.php:17
[07-Jul-2022 16:52:26 UTC] PHP   3. require_once() C:\Users\larry\Desktop\Examen Multimedia\app\public\wp-blog-header.php:13
[07-Jul-2022 16:52:26 UTC] PHP   4. require_once() C:\Users\larry\Desktop\Examen Multimedia\app\public\wp-load.php:50
[07-Jul-2022 16:52:26 UTC] PHP   5. require_once() C:\Users\larry\Desktop\Examen Multimedia\app\public\wp-config.php:91
[07-Jul-2022 16:52:26 UTC] PHP   6. do_action() C:\Users\larry\Desktop\Examen Multimedia\app\public\wp-settings.php:576
[07-Jul-2022 16:52:26 UTC] PHP   7. WP_Hook->do_action() C:\Users\larry\Desktop\Examen Multimedia\app\public\wp-includes\plugin.php:476
[07-Jul-2022 16:52:26 UTC] PHP   8. WP_Hook->apply_filters() C:\Users\larry\Desktop\Examen Multimedia\app\public\wp-includes\class-wp-hook.php:331
[07-Jul-2022 16:52:26 UTC] PHP   9. register_menu_walker() C:\Users\larry\Desktop\Examen Multimedia\app\public\wp-includes\class-wp-hook.php:307
[07-Jul-2022 16:52:26 UTC] PHP Warning:  Cannot modify header information - headers already sent by (output started at C:\Users\larry\Desktop\Examen Multimedia\app\public\wp-content\themes\laminiguia\laminiguia\inc\walker-menu.php:0) in C:\Users\larry\Desktop\Examen Multimedia\app\public\wp-includes\pluggable.php on line 1421
[07-Jul-2022 16:52:26 UTC] PHP Stack trace:
[07-Jul-2022 16:52:26 UTC] PHP   1. {main}() C:\Users\larry\Desktop\Examen Multimedia\app\public\index.php:0
[07-Jul-2022 16:52:26 UTC] PHP   2. require() C:\Users\larry\Desktop\Examen Multimedia\app\public\index.php:17
[07-Jul-2022 16:52:26 UTC] PHP   3. require_once() C:\Users\larry\Desktop\Examen Multimedia\app\public\wp-blog-header.php:19
[07-Jul-2022 16:52:26 UTC] PHP   4. do_action() C:\Users\larry\Desktop\Examen Multimedia\app\public\wp-includes\template-loader.php:45
[07-Jul-2022 16:52:26 UTC] PHP   5. WP_Hook->do_action() C:\Users\larry\Desktop\Examen Multimedia\app\public\wp-includes\plugin.php:476
[07-Jul-2022 16:52:26 UTC] PHP   6. WP_Hook->apply_filters() C:\Users\larry\Desktop\Examen Multimedia\app\public\wp-includes\class-wp-hook.php:331
[07-Jul-2022 16:52:26 UTC] PHP   7. do_favicon() C:\Users\larry\Desktop\Examen Multimedia\app\public\wp-includes\class-wp-hook.php:307
[07-Jul-2022 16:52:26 UTC] PHP   8. wp_redirect() C:\Users\larry\Desktop\Examen Multimedia\app\public\wp-includes\functions.php:1733
[07-Jul-2022 16:52:26 UTC] PHP   9. header() C:\Users\larry\Desktop\Examen Multimedia\app\public\wp-includes\pluggable.php:1421
[07-Jul-2022 16:52:26 UTC] PHP Warning:  Cannot modify header information - headers already sent by (output started at C:\Users\larry\Desktop\Examen Multimedia\app\public\wp-content\themes\laminiguia\laminiguia\inc\walker-menu.php:0) in C:\Users\larry\Desktop\Examen Multimedia\app\public\wp-includes\pluggable.php on line 1424
[07-Jul-2022 16:52:26 UTC] PHP Stack trace:
[07-Jul-2022 16:52:26 UTC] PHP   1. {main}() C:\Users\larry\Desktop\Examen Multimedia\app\public\index.php:0
[07-Jul-2022 16:52:26 UTC] PHP   2. require() C:\Users\larry\Desktop\Examen Multimedia\app\public\index.php:17
[07-Jul-2022 16:52:26 UTC] PHP   3. require_once() C:\Users\larry\Desktop\Examen Multimedia\app\public\wp-blog-header.php:19
[07-Jul-2022 16:52:26 UTC] PHP   4. do_action() C:\Users\larry\Desktop\Examen Multimedia\app\public\wp-includes\template-loader.php:45
[07-Jul-2022 16:52:26 UTC] PHP   5. WP_Hook->do_action() C:\Users\larry\Desktop\Examen Multimedia\app\public\wp-includes\plugin.php:476
[07-Jul-2022 16:52:26 UTC] PHP   6. WP_Hook->apply_filters() C:\Users\larry\Desktop\Examen Multimedia\app\public\wp-includes\class-wp-hook.php:331
[07-Jul-2022 16:52:26 UTC] PHP   7. do_favicon() C:\Users\larry\Desktop\Examen Multimedia\app\public\wp-includes\class-wp-hook.php:307
[07-Jul-2022 16:52:26 UTC] PHP   8. wp_redirect() C:\Users\larry\Desktop\Examen Multimedia\app\public\wp-includes\functions.php:1733
[07-Jul-2022 16:52:26 UTC] PHP   9. header() C:\Users\larry\Desktop\Examen Multimedia\app\public\wp-includes\pluggable.php:1424
[07-Jul-2022 16:54:37 UTC] PHP Warning:  Declaration of walker_menu_principal::start_lvl(&$output, $depth = 0) should be compatible with Walker_Nav_Menu::start_lvl(&$output, $depth = 0, $args = NULL) in C:\Users\larry\Desktop\Examen Multimedia\app\public\wp-content\themes\laminiguia\laminiguia\inc\walker-menu.php on line 5
[07-Jul-2022 16:54:37 UTC] PHP Stack trace:
[07-Jul-2022 16:54:37 UTC] PHP   1. {main}() C:\Users\larry\Desktop\Examen Multimedia\app\public\index.php:0
[07-Jul-2022 16:54:37 UTC] PHP   2. require() C:\Users\larry\Desktop\Examen Multimedia\app\public\index.php:17
[07-Jul-2022 16:54:37 UTC] PHP   3. require_once() C:\Users\larry\Desktop\Examen Multimedia\app\public\wp-blog-header.php:13
[07-Jul-2022 16:54:37 UTC] PHP   4. require_once() C:\Users\larry\Desktop\Examen Multimedia\app\public\wp-load.php:50
[07-Jul-2022 16:54:37 UTC] PHP   5. require_once() C:\Users\larry\Desktop\Examen Multimedia\app\public\wp-config.php:91
[07-Jul-2022 16:54:37 UTC] PHP   6. do_action() C:\Users\larry\Desktop\Examen Multimedia\app\public\wp-settings.php:576
[07-Jul-2022 16:54:37 UTC] PHP   7. WP_Hook->do_action() C:\Users\larry\Desktop\Examen Multimedia\app\public\wp-includes\plugin.php:476
[07-Jul-2022 16:54:37 UTC] PHP   8. WP_Hook->apply_filters() C:\Users\larry\Desktop\Examen Multimedia\app\public\wp-includes\class-wp-hook.php:331
[07-Jul-2022 16:54:37 UTC] PHP   9. register_menu_walker() C:\Users\larry\Desktop\Examen Multimedia\app\public\wp-includes\class-wp-hook.php:307
[07-Jul-2022 16:54:38 UTC] PHP Warning:  Declaration of walker_menu_principal::start_lvl(&$output, $depth = 0) should be compatible with Walker_Nav_Menu::start_lvl(&$output, $depth = 0, $args = NULL) in C:\Users\larry\Desktop\Examen Multimedia\app\public\wp-content\themes\laminiguia\laminiguia\inc\walker-menu.php on line 5
[07-Jul-2022 16:54:38 UTC] PHP Stack trace:
[07-Jul-2022 16:54:38 UTC] PHP   1. {main}() C:\Users\larry\Desktop\Examen Multimedia\app\public\index.php:0
[07-Jul-2022 16:54:38 UTC] PHP   2. require() C:\Users\larry\Desktop\Examen Multimedia\app\public\index.php:17
[07-Jul-2022 16:54:38 UTC] PHP   3. require_once() C:\Users\larry\Desktop\Examen Multimedia\app\public\wp-blog-header.php:13
[07-Jul-2022 16:54:38 UTC] PHP   4. require_once() C:\Users\larry\Desktop\Examen Multimedia\app\public\wp-load.php:50
[07-Jul-2022 16:54:38 UTC] PHP   5. require_once() C:\Users\larry\Desktop\Examen Multimedia\app\public\wp-config.php:91
[07-Jul-2022 16:54:38 UTC] PHP   6. do_action() C:\Users\larry\Desktop\Examen Multimedia\app\public\wp-settings.php:576
[07-Jul-2022 16:54:38 UTC] PHP   7. WP_Hook->do_action() C:\Users\larry\Desktop\Examen Multimedia\app\public\wp-includes\plugin.php:476
[07-Jul-2022 16:54:38 UTC] PHP   8. WP_Hook->apply_filters() C:\Users\larry\Desktop\Examen Multimedia\app\public\wp-includes\class-wp-hook.php:331
[07-Jul-2022 16:54:38 UTC] PHP   9. register_menu_walker() C:\Users\larry\Desktop\Examen Multimedia\app\public\wp-includes\class-wp-hook.php:307
[07-Jul-2022 16:54:38 UTC] PHP Warning:  Cannot modify header information - headers already sent by (output started at C:\Users\larry\Desktop\Examen Multimedia\app\public\wp-content\themes\laminiguia\laminiguia\inc\walker-menu.php:0) in C:\Users\larry\Desktop\Examen Multimedia\app\public\wp-includes\pluggable.php on line 1421
[07-Jul-2022 16:54:38 UTC] PHP Stack trace:
[07-Jul-2022 16:54:38 UTC] PHP   1. {main}() C:\Users\larry\Desktop\Examen Multimedia\app\public\index.php:0
[07-Jul-2022 16:54:38 UTC] PHP   2. require() C:\Users\larry\Desktop\Examen Multimedia\app\public\index.php:17
[07-Jul-2022 16:54:38 UTC] PHP   3. require_once() C:\Users\larry\Desktop\Examen Multimedia\app\public\wp-blog-header.php:19
[07-Jul-2022 16:54:38 UTC] PHP   4. do_action() C:\Users\larry\Desktop\Examen Multimedia\app\public\wp-includes\template-loader.php:45
[07-Jul-2022 16:54:38 UTC] PHP   5. WP_Hook->do_action() C:\Users\larry\Desktop\Examen Multimedia\app\public\wp-includes\plugin.php:476
[07-Jul-2022 16:54:38 UTC] PHP   6. WP_Hook->apply_filters() C:\Users\larry\Desktop\Examen Multimedia\app\public\wp-includes\class-wp-hook.php:331
[07-Jul-2022 16:54:38 UTC] PHP   7. do_favicon() C:\Users\larry\Desktop\Examen Multimedia\app\public\wp-includes\class-wp-hook.php:307
[07-Jul-2022 16:54:38 UTC] PHP   8. wp_redirect() C:\Users\larry\Desktop\Examen Multimedia\app\public\wp-includes\functions.php:1733
[07-Jul-2022 16:54:38 UTC] PHP   9. header() C:\Users\larry\Desktop\Examen Multimedia\app\public\wp-includes\pluggable.php:1421
[07-Jul-2022 16:54:38 UTC] PHP Warning:  Cannot modify header information - headers already sent by (output started at C:\Users\larry\Desktop\Examen Multimedia\app\public\wp-content\themes\laminiguia\laminiguia\inc\walker-menu.php:0) in C:\Users\larry\Desktop\Examen Multimedia\app\public\wp-includes\pluggable.php on line 1424
[07-Jul-2022 16:54:38 UTC] PHP Stack trace:
[07-Jul-2022 16:54:38 UTC] PHP   1. {main}() C:\Users\larry\Desktop\Examen Multimedia\app\public\index.php:0
[07-Jul-2022 16:54:38 UTC] PHP   2. require() C:\Users\larry\Desktop\Examen Multimedia\app\public\index.php:17
[07-Jul-2022 16:54:38 UTC] PHP   3. require_once() C:\Users\larry\Desktop\Examen Multimedia\app\public\wp-blog-header.php:19
[07-Jul-2022 16:54:38 UTC] PHP   4. do_action() C:\Users\larry\Desktop\Examen Multimedia\app\public\wp-includes\template-loader.php:45
[07-Jul-2022 16:54:38 UTC] PHP   5. WP_Hook->do_action() C:\Users\larry\Desktop\Examen Multimedia\app\public\wp-includes\plugin.php:476
[07-Jul-2022 16:54:38 UTC] PHP   6. WP_Hook->apply_filters() C:\Users\larry\Desktop\Examen Multimedia\app\public\wp-includes\class-wp-hook.php:331
[07-Jul-2022 16:54:38 UTC] PHP   7. do_favicon() C:\Users\larry\Desktop\Examen Multimedia\app\public\wp-includes\class-wp-hook.php:307
[07-Jul-2022 16:54:38 UTC] PHP   8. wp_redirect() C:\Users\larry\Desktop\Examen Multimedia\app\public\wp-includes\functions.php:1733
[07-Jul-2022 16:54:38 UTC] PHP   9. header() C:\Users\larry\Desktop\Examen Multimedia\app\public\wp-includes\pluggable.php:1424
[07-Jul-2022 17:03:40 UTC] PHP Warning:  Declaration of walker_menu_principal::start_lvl(&$output, $depth, $args = NULL) should be compatible with Walker_Nav_Menu::start_lvl(&$output, $depth = 0, $args = NULL) in C:\Users\larry\Desktop\Examen Multimedia\app\public\wp-content\themes\laminiguia\laminiguia\inc\walker-menu.php on line 5
[07-Jul-2022 17:03:40 UTC] PHP Stack trace:
[07-Jul-2022 17:03:40 UTC] PHP   1. {main}() C:\Users\larry\Desktop\Examen Multimedia\app\public\index.php:0
[07-Jul-2022 17:03:40 UTC] PHP   2. require() C:\Users\larry\Desktop\Examen Multimedia\app\public\index.php:17
[07-Jul-2022 17:03:40 UTC] PHP   3. require_once() C:\Users\larry\Desktop\Examen Multimedia\app\public\wp-blog-header.php:13
[07-Jul-2022 17:03:40 UTC] PHP   4. require_once() C:\Users\larry\Desktop\Examen Multimedia\app\public\wp-load.php:50
[07-Jul-2022 17:03:40 UTC] PHP   5. require_once() C:\Users\larry\Desktop\Examen Multimedia\app\public\wp-config.php:91
[07-Jul-2022 17:03:40 UTC] PHP   6. do_action() C:\Users\larry\Desktop\Examen Multimedia\app\public\wp-settings.php:576
[07-Jul-2022 17:03:40 UTC] PHP   7. WP_Hook->do_action() C:\Users\larry\Desktop\Examen Multimedia\app\public\wp-includes\plugin.php:476
[07-Jul-2022 17:03:40 UTC] PHP   8. WP_Hook->apply_filters() C:\Users\larry\Desktop\Examen Multimedia\app\public\wp-includes\class-wp-hook.php:331
[07-Jul-2022 17:03:40 UTC] PHP   9. register_menu_walker() C:\Users\larry\Desktop\Examen Multimedia\app\public\wp-includes\class-wp-hook.php:307
[07-Jul-2022 17:03:41 UTC] PHP Warning:  Declaration of walker_menu_principal::start_lvl(&$output, $depth, $args = NULL) should be compatible with Walker_Nav_Menu::start_lvl(&$output, $depth = 0, $args = NULL) in C:\Users\larry\Desktop\Examen Multimedia\app\public\wp-content\themes\laminiguia\laminiguia\inc\walker-menu.php on line 5
[07-Jul-2022 17:03:41 UTC] PHP Stack trace:
[07-Jul-2022 17:03:41 UTC] PHP   1. {main}() C:\Users\larry\Desktop\Examen Multimedia\app\public\wp-cron.php:0
[07-Jul-2022 17:03:41 UTC] PHP   2. require_once() C:\Users\larry\Desktop\Examen Multimedia\app\public\wp-cron.php:44
[07-Jul-2022 17:03:41 UTC] PHP   3. require_once() C:\Users\larry\Desktop\Examen Multimedia\app\public\wp-load.php:50
[07-Jul-2022 17:03:41 UTC] PHP   4. require_once() C:\Users\larry\Desktop\Examen Multimedia\app\public\wp-config.php:91
[07-Jul-2022 17:03:41 UTC] PHP   5. do_action() C:\Users\larry\Desktop\Examen Multimedia\app\public\wp-settings.php:576
[07-Jul-2022 17:03:41 UTC] PHP   6. WP_Hook->do_action() C:\Users\larry\Desktop\Examen Multimedia\app\public\wp-includes\plugin.php:476
[07-Jul-2022 17:03:41 UTC] PHP   7. WP_Hook->apply_filters() C:\Users\larry\Desktop\Examen Multimedia\app\public\wp-includes\class-wp-hook.php:331
[07-Jul-2022 17:03:41 UTC] PHP   8. register_menu_walker() C:\Users\larry\Desktop\Examen Multimedia\app\public\wp-includes\class-wp-hook.php:307
[07-Jul-2022 17:03:43 UTC] PHP Warning:  Declaration of walker_menu_principal::start_lvl(&$output, $depth, $args = NULL) should be compatible with Walker_Nav_Menu::start_lvl(&$output, $depth = 0, $args = NULL) in C:\Users\larry\Desktop\Examen Multimedia\app\public\wp-content\themes\laminiguia\laminiguia\inc\walker-menu.php on line 5
[07-Jul-2022 17:03:43 UTC] PHP Stack trace:
[07-Jul-2022 17:03:43 UTC] PHP   1. {main}() C:\Users\larry\Desktop\Examen Multimedia\app\public\index.php:0
[07-Jul-2022 17:03:43 UTC] PHP   2. require() C:\Users\larry\Desktop\Examen Multimedia\app\public\index.php:17
[07-Jul-2022 17:03:43 UTC] PHP   3. require_once() C:\Users\larry\Desktop\Examen Multimedia\app\public\wp-blog-header.php:13
[07-Jul-2022 17:03:43 UTC] PHP   4. require_once() C:\Users\larry\Desktop\Examen Multimedia\app\public\wp-load.php:50
[07-Jul-2022 17:03:43 UTC] PHP   5. require_once() C:\Users\larry\Desktop\Examen Multimedia\app\public\wp-config.php:91
[07-Jul-2022 17:03:43 UTC] PHP   6. do_action() C:\Users\larry\Desktop\Examen Multimedia\app\public\wp-settings.php:576
[07-Jul-2022 17:03:43 UTC] PHP   7. WP_Hook->do_action() C:\Users\larry\Desktop\Examen Multimedia\app\public\wp-includes\plugin.php:476
[07-Jul-2022 17:03:43 UTC] PHP   8. WP_Hook->apply_filters() C:\Users\larry\Desktop\Examen Multimedia\app\public\wp-includes\class-wp-hook.php:331
[07-Jul-2022 17:03:43 UTC] PHP   9. register_menu_walker() C:\Users\larry\Desktop\Examen Multimedia\app\public\wp-includes\class-wp-hook.php:307
[07-Jul-2022 17:03:43 UTC] PHP Warning:  Cannot modify header information - headers already sent by (output started at C:\Users\larry\Desktop\Examen Multimedia\app\public\wp-content\themes\laminiguia\laminiguia\inc\walker-menu.php:0) in C:\Users\larry\Desktop\Examen Multimedia\app\public\wp-includes\pluggable.php on line 1421
[07-Jul-2022 17:03:43 UTC] PHP Stack trace:
[07-Jul-2022 17:03:43 UTC] PHP   1. {main}() C:\Users\larry\Desktop\Examen Multimedia\app\public\index.php:0
[07-Jul-2022 17:03:43 UTC] PHP   2. require() C:\Users\larry\Desktop\Examen Multimedia\app\public\index.php:17
[07-Jul-2022 17:03:43 UTC] PHP   3. require_once() C:\Users\larry\Desktop\Examen Multimedia\app\public\wp-blog-header.php:19
[07-Jul-2022 17:03:43 UTC] PHP   4. do_action() C:\Users\larry\Desktop\Examen Multimedia\app\public\wp-includes\template-loader.php:45
[07-Jul-2022 17:03:43 UTC] PHP   5. WP_Hook->do_action() C:\Users\larry\Desktop\Examen Multimedia\app\public\wp-includes\plugin.php:476
[07-Jul-2022 17:03:43 UTC] PHP   6. WP_Hook->apply_filters() C:\Users\larry\Desktop\Examen Multimedia\app\public\wp-includes\class-wp-hook.php:331
[07-Jul-2022 17:03:43 UTC] PHP   7. do_favicon() C:\Users\larry\Desktop\Examen Multimedia\app\public\wp-includes\class-wp-hook.php:307
[07-Jul-2022 17:03:43 UTC] PHP   8. wp_redirect() C:\Users\larry\Desktop\Examen Multimedia\app\public\wp-includes\functions.php:1733
[07-Jul-2022 17:03:43 UTC] PHP   9. header() C:\Users\larry\Desktop\Examen Multimedia\app\public\wp-includes\pluggable.php:1421
[07-Jul-2022 17:03:43 UTC] PHP Warning:  Cannot modify header information - headers already sent by (output started at C:\Users\larry\Desktop\Examen Multimedia\app\public\wp-content\themes\laminiguia\laminiguia\inc\walker-menu.php:0) in C:\Users\larry\Desktop\Examen Multimedia\app\public\wp-includes\pluggable.php on line 1424
[07-Jul-2022 17:03:43 UTC] PHP Stack trace:
[07-Jul-2022 17:03:43 UTC] PHP   1. {main}() C:\Users\larry\Desktop\Examen Multimedia\app\public\index.php:0
[07-Jul-2022 17:03:43 UTC] PHP   2. require() C:\Users\larry\Desktop\Examen Multimedia\app\public\index.php:17
[07-Jul-2022 17:03:43 UTC] PHP   3. require_once() C:\Users\larry\Desktop\Examen Multimedia\app\public\wp-blog-header.php:19
[07-Jul-2022 17:03:43 UTC] PHP   4. do_action() C:\Users\larry\Desktop\Examen Multimedia\app\public\wp-includes\template-loader.php:45
[07-Jul-2022 17:03:43 UTC] PHP   5. WP_Hook->do_action() C:\Users\larry\Desktop\Examen Multimedia\app\public\wp-includes\plugin.php:476
[07-Jul-2022 17:03:43 UTC] PHP   6. WP_Hook->apply_filters() C:\Users\larry\Desktop\Examen Multimedia\app\public\wp-includes\class-wp-hook.php:331
[07-Jul-2022 17:03:43 UTC] PHP   7. do_favicon() C:\Users\larry\Desktop\Examen Multimedia\app\public\wp-includes\class-wp-hook.php:307
[07-Jul-2022 17:03:43 UTC] PHP   8. wp_redirect() C:\Users\larry\Desktop\Examen Multimedia\app\public\wp-includes\functions.php:1733
[07-Jul-2022 17:03:43 UTC] PHP   9. header() C:\Users\larry\Desktop\Examen Multimedia\app\public\wp-includes\pluggable.php:1424
[07-Jul-2022 17:04:44 UTC] PHP Warning:  Declaration of walker_menu_principal::start_lvl(&$output, $depth, $args = NULL) should be compatible with Walker_Nav_Menu::start_lvl(&$output, $depth = 0, $args = NULL) in C:\Users\larry\Desktop\Examen Multimedia\app\public\wp-content\themes\laminiguia\laminiguia\inc\walker-menu.php on line 5
[07-Jul-2022 17:04:44 UTC] PHP Stack trace:
